created_at,parts,contact_id,company_id
1582763222.0,39.0,10143.0,10020
1582567600.0,46.0,10125.0,10017
1582701543.0,54.0,10260.0,10000
1582230177.0,39.0,9893.0,10002
1582935510.0,41.0,9918.0,10002
1582598379.0,42.0,10257.0,10022
1582959375.0,50.0,10074.0,10013
1582561785.0,55.0,10104.0,10013
1582444825.0,54.0,9950.0,10013
1582451616.0,29.0,9931.0,10021
1582768535.0,32.0,10031.0,10021
1582212499.0,58.0,9759.0,10021
1582806295.0,36.0,9810.0,10023
1582860240.0,27.0,9810.0,10003
1582659093.0,46.0,10082.0,10022
1582635962.0,52.0,9843.0,10006
1582457198.0,41.0,10062.0,10021
1582691697.0,43.0,9900.0,10001
1582537199.0,15.0,10202.0,10024
1582434469.0,56.0,9851.0,10016
1582980742.0,45.0,10255.0,10000
1582695792.0,54.0,9830.0,10018
1583006175.0,50.0,10100.0,10003
1582869871.0,54.0,10039.0,10013
1582825547.0,39.0,9993.0,10008
1582829122.0,33.0,10064.0,10000
1582823361.0,40.0,10061.0,10005
1582610941.0,38.0,9908.0,10018
1582763084.0,55.0,9955.0,10020
1582858925.0,48.0,9941.0,10022
1582277748.0,53.0,9866.0,10000
1582642254.0,30.0,10095.0,10021
1582663205.0,26.0,10236.0,10020
1582275564.0,38.0,9844.0,10011
1582733787.0,30.0,9799.0,10012
1582907472.0,45.0,9915.0,10014
1582965563.0,62.0,10221.0,10002
1582851716.0,42.0,9819.0,10002
1582392884.0,38.0,9807.0,10011
1582615119.0,33.0,9960.0,10003
1582584132.0,35.0,10044.0,10018
1582897417.0,35.0,9948.0,10017
1582820122.0,35.0,9800.0,10017
1582693922.0,42.0,9915.0,10014
1582882799.0,50.0,10220.0,10011
1582736622.0,38.0,9875.0,10001
1582455760.0,49.0,9739.0,10024
1582784527.0,28.0,10227.0,10015
1582910451.0,19.0,10241.0,10021
1582890205.0,56.0,9829.0,10021
1582800357.0,33.0,9904.0,10004
1582536031.0,41.0,9836.0,10000
1582791428.0,68.0,10115.0,10014
1582627060.0,40.0,10149.0,10008
1582698641.0,48.0,9859.0,10003
1582813223.0,42.0,10016.0,10005
1582972500.0,46.0,10149.0,10017
1582465258.0,41.0,10051.0,10011
1582663458.0,35.0,10226.0,10019
1582792355.0,57.0,9795.0,10004
1582791085.0,63.0,9879.0,10001
1582835518.0,78.0,9939.0,10018
1582300406.0,28.0,9735.0,10004
1582985631.0,44.0,10045.0,10005
1582948813.0,57.0,9914.0,10013
1582939452.0,48.0,9818.0,10012
1582548596.0,33.0,9827.0,10001
1582752891.0,53.0,10084.0,10013
1582941576.0,61.0,10179.0,10007
1582911902.0,33.0,10031.0,10003
1582811198.0,40.0,10237.0,10018
1583012614.0,34.0,9754.0,10018
1582862859.0,38.0,10238.0,10020
1582663057.0,57.0,10137.0,10007
1582798890.0,54.0,10190.0,10015
1582285691.0,53.0,10019.0,10000
1582849393.0,37.0,10198.0,10000
1582861178.0,43.0,10095.0,10015
1582564927.0,35.0,9881.0,10014
1582249258.0,32.0,10210.0,10023
1582521335.0,68.0,9959.0,10022
1582766416.0,40.0,10020.0,10019
1582464096.0,45.0,9768.0,10024
1583016971.0,36.0,9996.0,10001
1582309322.0,39.0,10170.0,10025
1582822129.0,59.0,10020.0,10021
1582565218.0,41.0,10239.0,10000
1582957462.0,52.0,9919.0,10006
1582770179.0,40.0,9941.0,10022
1582320635.0,36.0,9987.0,10002
1582381538.0,43.0,10117.0,10020
1582514725.0,39.0,10238.0,10020
1582832442.0,37.0,9926.0,10003
1582636440.0,41.0,10177.0,10009
1582885412.0,51.0,9901.0,10020
1582924124.0,33.0,9801.0,10011
1582958702.0,46.0,9901.0,10000
1582606299.0,51.0,9842.0,10021
1582926332.0,40.0,9746.0,10003
1582328880.0,44.0,10233.0,10007
1582668301.0,35.0,9859.0,10016
1582682745.0,53.0,9982.0,10015
1582563081.0,31.0,10219.0,10003
1582987888.0,46.0,9908.0,10008
1582859456.0,45.0,9866.0,10006
1582565824.0,46.0,9784.0,10024
1582847634.0,47.0,9872.0,10018
1582740061.0,20.0,9838.0,10013
1582662962.0,49.0,9834.0,10004
1582887713.0,44.0,9830.0,10017
1582830955.0,33.0,9769.0,10014
1582671157.0,27.0,9988.0,10008
1582297310.0,47.0,9993.0,10025
1582582563.0,32.0,9897.0,10000
1582576595.0,37.0,9890.0,10021
1582939254.0,63.0,9817.0,10004
1582808117.0,46.0,10252.0,10014
1582305478.0,40.0,10083.0,10004
1582561725.0,49.0,10237.0,10015
1582667636.0,51.0,10051.0,10021
1582222304.0,35.0,10172.0,10000
1583012772.0,34.0,9822.0,10020
1582494811.0,51.0,10178.0,10017
1582804140.0,34.0,9859.0,10008
1582366094.0,36.0,10044.0,10003
1582440832.0,34.0,9837.0,10014
1582815898.0,53.0,10262.0,10006
1582951536.0,36.0,9843.0,10018
1582457020.0,43.0,9906.0,10017
1582820866.0,44.0,9855.0,10000
1582887327.0,55.0,9843.0,10008
1582747651.0,52.0,9862.0,10002
1582540538.0,45.0,9864.0,10018
1582489873.0,42.0,10195.0,10013
1582688469.0,43.0,9768.0,10017
1582752822.0,24.0,9945.0,10001
1582961637.0,65.0,10183.0,10000
1582565468.0,43.0,10190.0,10022
1582497795.0,29.0,9912.0,10023
1582455404.0,47.0,9969.0,10015
1582854390.0,33.0,10261.0,10001
1582985266.0,36.0,10204.0,10006
1582834755.0,54.0,10244.0,10020
1582788811.0,51.0,10246.0,10002
1582477901.0,31.0,10192.0,10020
1582331166.0,43.0,10118.0,10001
1582756317.0,48.0,9938.0,10002
1582733307.0,51.0,9838.0,10021
1582921674.0,37.0,9813.0,10022
1582322131.0,59.0,10169.0,10022
1582654662.0,22.0,10233.0,10004
1582894660.0,45.0,10182.0,10021
1582629131.0,33.0,10133.0,10025
1582352998.0,44.0,10181.0,10013
1582690347.0,55.0,9783.0,10021
1582233836.0,39.0,9776.0,10000
1582977860.0,64.0,10137.0,10023
1582557944.0,62.0,10189.0,10008
1582297965.0,38.0,10227.0,10004
1582901949.0,42.0,9891.0,10003
1582870286.0,46.0,10250.0,10003
1582476578.0,43.0,10143.0,10007
1582699950.0,51.0,10054.0,10004
1582856080.0,37.0,9760.0,10025
1582541548.0,34.0,10075.0,10002
1582793508.0,31.0,10077.0,10006
1582231535.0,36.0,10197.0,10020
1583007848.0,39.0,9841.0,10003
1582824202.0,39.0,10084.0,10015
1582894002.0,50.0,9818.0,10013
1582597173.0,40.0,10064.0,10015
1582913065.0,44.0,9812.0,10002
1582949418.0,43.0,9917.0,10022
1582847450.0,28.0,10135.0,10002
1582765853.0,44.0,10137.0,10021
1582837611.0,53.0,9911.0,10003
1582497742.0,38.0,9763.0,10015
1582739279.0,51.0,10024.0,10025
1582533159.0,38.0,10050.0,10018
1582927736.0,24.0,9879.0,10022
1582473007.0,45.0,10041.0,10008
1582547140.0,35.0,9901.0,10002
1582905971.0,34.0,9935.0,10013
1582683434.0,28.0,10220.0,10018
1582841879.0,43.0,10038.0,10003
1582994672.0,43.0,9750.0,10001
1582718397.0,23.0,10143.0,10006
1582891772.0,46.0,10109.0,10022
1582235451.0,49.0,9891.0,10014
1582612766.0,38.0,9903.0,10000
1582582046.0,41.0,10185.0,10024
1582803361.0,54.0,9808.0,10020
1582756382.0,54.0,10124.0,10002
1582842949.0,32.0,9773.0,10025
1582698421.0,49.0,9889.0,10024
1582711642.0,36.0,10138.0,10014
1582997041.0,43.0,9731.0,10001
1582351263.0,36.0,9793.0,10002
1582601810.0,38.0,9933.0,10020
1582415362.0,61.0,9887.0,10020
1582264145.0,38.0,9871.0,10013
1582802177.0,53.0,10245.0,10020
1583001425.0,57.0,10076.0,10002
1582779974.0,47.0,9825.0,10020
1582657943.0,38.0,10033.0,10009
1582604230.0,27.0,9869.0,10000
1582886535.0,16.0,9766.0,10012
1582925906.0,49.0,9975.0,10024
1582821849.0,65.0,10141.0,10022
1582173879.0,48.0,9926.0,10022
1582202949.0,35.0,10209.0,10017
1582688510.0,54.0,9848.0,10015
1582556922.0,51.0,9844.0,10015
1582750868.0,38.0,10187.0,10003
1582894396.0,38.0,10032.0,10020
1582695716.0,61.0,10190.0,10014
1582853645.0,37.0,10028.0,10022
1582659895.0,42.0,10094.0,10002
1582851771.0,19.0,9943.0,10006
1582774429.0,59.0,10071.0,10018
1582304126.0,49.0,9751.0,10013
1582757369.0,27.0,9944.0,10007
1582479705.0,42.0,9924.0,10025
1582510311.0,28.0,9757.0,10013
1582771627.0,59.0,9909.0,10013
1582534383.0,56.0,9858.0,10003
1582649514.0,45.0,9878.0,10021
1582914364.0,46.0,10139.0,10023
1582413623.0,35.0,10037.0,10021
1582545475.0,58.0,9909.0,10017
1582929476.0,43.0,9750.0,10024
1582760792.0,50.0,9808.0,10016
1582705889.0,38.0,9751.0,10003
1582500322.0,46.0,9992.0,10010
1582933607.0,43.0,9828.0,10018
1582631168.0,53.0,10002.0,10014
1582299249.0,43.0,10121.0,10017
1582678686.0,57.0,10110.0,10012
1582989722.0,46.0,9990.0,10000
1582718277.0,49.0,9856.0,10022
1582625542.0,37.0,9883.0,10025
1582827794.0,52.0,9852.0,10002
1582642228.0,52.0,9789.0,10000
1582305100.0,26.0,9885.0,10017
1582667530.0,44.0,9812.0,10018
1582500112.0,52.0,9812.0,10000
1582321162.0,48.0,9796.0,10003
1582926451.0,47.0,10203.0,10004
1582263169.0,55.0,10126.0,10021
1582321978.0,39.0,9993.0,10009
1582952025.0,59.0,10193.0,10012
1582775479.0,47.0,10016.0,10006
1582884652.0,41.0,10213.0,10013
1582798211.0,57.0,10154.0,10023
1582830135.0,50.0,10264.0,10020
1582989154.0,68.0,9877.0,10005
1582907276.0,46.0,9965.0,10000
1582984508.0,27.0,9757.0,10004
1582817988.0,42.0,10099.0,10002
1582850993.0,41.0,9913.0,10024
1582930232.0,31.0,10205.0,10003
1582908963.0,38.0,9919.0,10013
1582803758.0,26.0,10125.0,10003
1582569174.0,52.0,9867.0,10015
1582895209.0,33.0,10197.0,10018
1582643147.0,56.0,9898.0,10020
1582430424.0,48.0,10063.0,10019
1582778739.0,28.0,9812.0,10020
1582705766.0,43.0,9889.0,10003
1582746930.0,39.0,9893.0,10020
1582680678.0,40.0,10036.0,10013
1583003273.0,40.0,10140.0,10007
1582625433.0,46.0,10258.0,10014
1582859231.0,63.0,10227.0,10020
1582345352.0,32.0,10233.0,10020
1582746042.0,47.0,10231.0,10002
1582806874.0,41.0,10192.0,10004
1582705657.0,32.0,10157.0,10023
1582724261.0,41.0,9771.0,10018
1582742739.0,43.0,9878.0,10017
1582959101.0,25.0,9989.0,10006
1582366683.0,50.0,9841.0,10012
1582561178.0,49.0,9763.0,10024
1582992618.0,57.0,10028.0,10011
1582440380.0,44.0,9796.0,10024
1582536236.0,49.0,9750.0,10011
1582980477.0,39.0,10169.0,10020
1582806163.0,49.0,10209.0,10018
1582651528.0,52.0,10222.0,10002
1582357209.0,35.0,9946.0,10002
1582577076.0,52.0,9870.0,10003
1582659030.0,42.0,9788.0,10017
1582978033.0,20.0,9843.0,10009
1582586006.0,57.0,10048.0,10025
1582705988.0,50.0,10041.0,10024
1582762852.0,29.0,10259.0,10025
1582449453.0,53.0,10068.0,10011
1582928270.0,34.0,10215.0,10018
1582592165.0,41.0,9903.0,10008
1582929878.0,44.0,9940.0,10012
1582996084.0,33.0,10064.0,10020
1582907384.0,36.0,9811.0,10018
1582633822.0,49.0,10011.0,10014
1582267923.0,54.0,9929.0,10017
1582385558.0,36.0,9891.0,10011
1582220915.0,38.0,10212.0,10018
1582878056.0,28.0,10005.0,10018
1582725652.0,44.0,9767.0,10010
1582722952.0,45.0,10240.0,10000
1582924997.0,49.0,10105.0,10000
1582522991.0,41.0,10086.0,10020
1582657237.0,42.0,9801.0,10002
1582433053.0,40.0,10131.0,10017
1582985757.0,51.0,10137.0,10019
1582347431.0,46.0,10228.0,10005
1582350219.0,35.0,9802.0,10002
1582794889.0,38.0,10035.0,10021
1582494990.0,42.0,9806.0,10012
1582590247.0,46.0,10221.0,10014
1582491751.0,55.0,9874.0,10001
1582545982.0,33.0,9828.0,10023
1582509681.0,52.0,9733.0,10020
1582838556.0,52.0,9941.0,10003
1582948920.0,39.0,10192.0,10014
1582691585.0,37.0,10112.0,10007
1582637546.0,36.0,10127.0,10006
1582615044.0,35.0,10051.0,10005
1582662360.0,35.0,9786.0,10024
1582480286.0,43.0,9786.0,10022
1582924481.0,43.0,9961.0,10004
1582710692.0,56.0,10259.0,10004
1582386404.0,51.0,10228.0,10003
1582393789.0,42.0,9932.0,10011
1582633556.0,38.0,9884.0,10011
1583001803.0,59.0,10190.0,10022
1583005369.0,40.0,10253.0,10020
1582466529.0,43.0,10187.0,10025
1582992239.0,48.0,10043.0,10002
1582749437.0,48.0,10163.0,10003
1582842616.0,61.0,10139.0,10004
1582225470.0,35.0,10190.0,10024
1582723929.0,43.0,9922.0,10013
1582863596.0,39.0,10124.0,10010
1582980494.0,45.0,10098.0,10018
1582669604.0,47.0,10094.0,10021
1582823863.0,38.0,10017.0,10004
1582944256.0,62.0,10049.0,10018
1582994586.0,29.0,9940.0,10022
1582964907.0,45.0,10190.0,10025
1582667436.0,59.0,10170.0,10022
1582728937.0,37.0,9778.0,10013
1582703710.0,51.0,9995.0,10000
1582744951.0,53.0,10004.0,10000
1582762618.0,41.0,9917.0,10022
1582349201.0,57.0,10124.0,10020
1582932700.0,43.0,10218.0,10020
1582571679.0,27.0,9736.0,10014
1582869114.0,66.0,10095.0,10017
